Unnamed: 0.1,Unnamed: 0,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BP-RP,BP-G,G-RP,pscol,Teff,Dist,Rad,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,SpType-ELS
143167,43167,56.50738557683,57.31207540733,448865558939244928,0.1799,0.296,-0.256,0.149,16.675682,0.002804,17.174305,0.006171,15.994052,0.005064,,,1.180253,0.498623,0.68163,,9708.9,5898.2974,2.6706,53.246082,2.488,0.388,0.47782323,B      
113941,13941,69.70020413109,43.03184227108,204328228682288896,0.176,0.4,0.15,0.37,15.89494,0.002779,16.37563,0.003814,15.236329,0.004114,,,1.1393,0.480689,0.658611,,9982.0,2697.3513,1.6385,29.523909,2.266,,0.6870607,B      
178932,78932,102.50449653402,36.39126249656,940629689302785280,0.0612,0.986,0.18,-0.97,16.654478,0.002938,16.6847,0.006593,16.627502,0.008131,,,0.057198,0.030222,0.026976,,9991.9,6025.205,1.0262,9.352271,,,0.8751093,B      
152440,52440,43.01500786446,62.00169835993,466496189234060544,0.292,0.865,-0.864,-0.014,15.16466,0.002768,15.511175,0.003184,14.61595,0.00396,,,0.895226,0.346515,0.548711,,10078.3,4738.294,3.2844,42.681774,2.43,0.279,0.44998354,B      
33765,33765,216.63537432072,29.11997150332,1283977178899988096,2.366,28.159,-24.834,13.273,9.99048,0.002766,10.083075,0.002821,9.808619,0.003786,9.712062,0.005663,0.274456,0.092594,0.181862,,7871.8,446.9224,2.1935,14.575945,1.817,0.874,0.38599095,A      
139337,39337,4.22159324115,63.11006822334,431387064971676288,0.1891,1.905,-1.824,-0.547,14.590605,0.002777,15.002771,0.003749,13.949827,0.004489,,,1.052944,0.412167,0.640778,,12781.6,4965.919,4.4118,406.23654,4.024,,0.5058888,B      
92030,92030,123.36942508785,-5.80421447704,3064486516048361216,1.3473,1.724,-1.346,1.076,9.550278,0.002771,9.575392,0.002855,9.477856,0.003791,9.427156,0.005066,0.097536,0.025114,0.072422,,9741.8,804.7608,3.7669,97.68805,2.804,0.367,0.49653012,A      
59953,59953,306.29398025655,43.77851529545,2069276970767687424,1.4258,9.403,2.108,-9.164,10.087733,0.00277,10.193292,0.002837,9.884928,0.003787,9.796304,0.008607,0.308364,0.105558,0.202806,,8274.0,726.1216,3.4568,46.86891,2.335,0.636,0.37535268,A      
47002,47002,342.57502462371,46.91990302711,1984233319769036928,0.7078,1.643,-0.263,-1.622,11.342435,0.002771,11.481915,0.002841,11.087966,0.003788,10.972444,0.015034,0.393949,0.13948,0.254469,,8771.4,1541.1808,4.2885,73.60038,2.595,0.489,0.372269,A      
86423,86423,115.85716516145,-10.48008062377,3040200365775097728,1.5179,10.62,-10.316,2.524,11.710736,0.002763,11.839341,0.00284,11.474893,0.003801,11.329187,0.013396,0.364449,0.128605,0.235844,,8105.2,616.2982,1.4427,8.772447,1.697,0.217,0.5986888,A      
80388,80388,103.13335881966,-16.24540081767,2946391412382346240,0.4967,4.51,-2.164,3.957,14.958324,0.002766,15.500545,0.003146,14.247903,0.0039,14.036167,0.146354,1.252642,0.542221,0.710421,,7959.7,1419.1353,1.6351,14.160665,1.793,1.002,0.27378377,A      
130647,30647,19.60553336612,58.6558593452,413902429211511168,0.3146,1.765,-1.598,-0.749,15.03455,0.002764,15.276718,0.002949,14.634139,0.00385,,,0.642579,0.242168,0.400411,,9937.7,3299.96,1.9633,26.73121,2.225,,0.5661412,B      
171751,71751,24.33214823567,65.78026800238,519322710722564992,-0.0659,1.326,-1.189,0.587,16.15394,0.002868,16.74728,0.00429,15.362414,0.004043,,,1.384866,0.59334,0.791526,,10796.9,2882.2163,1.8578,,,,,B      
16012,16012,10.18054498971,58.83923291174,425352051800819456,1.0617,7.805,6.883,-3.68,11.973736,0.002761,12.232759,0.002815,11.558233,0.003789,11.379487,0.011785,0.674525,0.259023,0.415503,,7499.7,917.6942,2.5515,18.632372,1.891,1.034,0.45988485,A      
37344,37344,295.92966370058,17.94057932549,1824120443718822656,1.1378,2.008,1.832,-0.823,10.440481,0.002767,10.547653,0.002867,10.229873,0.003806,10.117198,0.00846,0.317781,0.107172,0.210608,,9516.2,916.0493,3.5095,83.82156,2.704,0.402,0.46336532,A      
7769,7769,62.99488795422,49.44827226527,246563012922900352,1.9116,5.932,4.558,-3.797,11.532957,0.002765,11.938499,0.002855,10.938782,0.003793,10.692995,0.006994,0.999718,0.405542,0.594175,,7972.7,459.5341,2.0319,18.577066,1.913,0.841,0.5148372,A      
22576,22576,33.93561529092,59.5497955076,507250760245977856,2.6697,20.833,15.632,-13.771,9.856506,0.002759,10.151456,0.002817,9.381393,0.003789,9.175769,0.007234,0.770062,0.29495,0.475113,,9576.0,381.0895,2.8084,58.335613,2.517,0.418,0.47844365,A      
27431,27431,136.15449162933,1.05072716902,576639766540325760,2.671,16.349,-14.169,-8.157,10.098441,0.002763,10.230092,0.002807,9.857124,0.003795,9.767424,0.014151,0.372968,0.131651,0.241317,,7659.5,347.435,1.6994,9.525465,1.649,1.087,0.53816193,A      
93751,93751,101.49202426387,-6.96990298345,3100174881081272064,0.3161,2.703,-2.312,1.401,13.920814,0.00935,14.238999,0.027163,13.448823,0.028378,13.030252,0.097356,0.790176,0.318186,0.471991,,6808.6,1922.2596,2.536,25.284058,1.997,1.084,0.41740543,A      
72547,72547,329.89360136292,64.73350655883,2218344256134823680,1.167,7.325,4.545,5.744,12.601744,0.002761,12.927877,0.002851,12.1062,0.003796,11.909141,0.020083,0.821677,0.326134,0.495543,,7202.4,828.6155,2.0349,9.66101,1.639,1.277,0.46523786,A      
9073,9073,82.06949097258,50.78113768024,261922052196289280,1.23,3.845,2.644,-2.792,11.72104,0.002794,11.89363,0.002867,11.390898,0.003805,11.255497,0.011171,0.502732,0.17259,0.330142,,8142.3,717.5779,1.9458,16.141447,1.877,0.742,0.526126,A      
138316,38316,9.83201163634,63.45993779026,430845284917487488,0.2795,2.518,-2.494,-0.347,16.24097,0.002787,16.930027,0.004472,15.422492,0.004192,,,1.507535,0.689056,0.818479,,9733.4,3459.753,2.4593,49.742966,2.457,0.384,0.48349592,B      
53965,53965,300.52642725343,28.17547830061,2028974681302504448,0.5107,6.174,-2.613,-5.594,15.304234,0.002768,16.175005,0.003231,14.373118,0.00387,13.796287,0.080208,1.801887,0.870771,0.931115,,9446.7,1466.2355,2.0439,48.375225,2.417,0.44,0.75478345,A      
181642,81642,305.8612356574,9.48615974203,1753200294407402752,0.2461,4.039,-1.581,-3.717,16.42906,0.002836,16.416008,0.004307,16.462206,0.006582,,,-0.046198,-0.013052,-0.033146,,15032.5,14096.4375,1.9251,156.76466,,,1.2359467,B      
119315,19315,51.30999006276,41.47007410143,237873125854483328,0.2757,1.528,0.514,1.439,14.392897,0.002858,14.535502,0.00329,14.139211,0.004638,,,0.396292,0.142606,0.253686,,10239.8,3281.2522,2.1004,41.54516,2.436,0.229,0.5352358,B      
170714,70714,29.92078356725,63.54385373488,517915232761069312,0.2355,1.028,-0.568,0.857,14.288398,0.002761,14.560158,0.002874,13.838121,0.003838,,,0.722036,0.27176,0.450276,,10222.5,4068.1296,3.6125,112.46626,2.916,0.317,0.4445918,B      
96701,96701,109.27092310082,1.2866728634,3111769025035190400,0.2701,2.92,-2.919,-0.068,14.057844,0.002848,14.279657,0.003086,13.666291,0.004264,13.534566,0.132073,0.613366,0.221813,0.391553,,7796.0,1714.6254,1.7072,9.038856,1.671,0.612,0.5853282,A      
145831,45831,38.6140688458,57.82435298621,458122312974720128,0.2793,1.338,-0.297,-1.304,14.785841,0.002767,15.187495,0.002963,14.184384,0.003828,,,1.003111,0.401654,0.601457,,10165.3,2688.5815,2.4311,78.46729,2.712,0.337,0.4849024,B      
33409,33409,122.22797382647,76.40470954457,1137459935875653120,0.9716,2.191,2.191,0.056,12.264902,0.00278,12.40571,0.002831,11.994727,0.003803,11.873224,0.021021,0.410983,0.140808,0.270175,,7565.3,717.3349,1.3904,11.941267,1.718,1.015,0.56072414,A      
97275,97275,103.45388423781,0.72758134658,3113960317351585664,2.2552,8.337,-8.01,-2.312,8.190734,0.002844,8.310378,0.003624,7.959539,0.004096,7.86803,0.018193,0.350839,0.119644,0.231195,,7493.1,450.3206,5.567,82.80734,2.637,0.502,0.23111469,A      
9723,9723,71.70470092247,53.22773223905,272726991621092864,0.8679,3.19,1.392,-2.87,14.793797,0.002767,15.513201,0.003355,13.954306,0.003879,13.656467,0.07101,1.558895,0.719404,0.839491,,7980.6,1069.2875,1.6878,9.136401,1.643,0.989,0.21009539,A      
55088,55088,300.09516046309,32.26427989773,2034084726000064384,1.0273,7.81,1.151,-7.725,11.090624,0.00279,11.236429,0.002877,10.837511,0.003801,10.729487,0.011845,0.398918,0.145805,0.253113,,7760.5,1078.1313,3.5374,30.78413,2.115,0.825,0.37717295,A      
131167,31167,8.85049215533,54.90082936527,418161043899265280,0.5895,2.913,-1.876,-2.228,12.981912,0.002768,13.130075,0.002821,12.717684,0.003795,,,0.412391,0.148163,0.264228,,11597.4,1934.7236,2.2242,60.27045,2.77,,0.6911083,B      
163822,63822,20.07394128276,61.79731255061,510909793203202048,0.3409,1.784,-1.72,-0.472,14.558593,0.002761,14.923246,0.003042,14.005698,0.00385,,,0.917548,0.364654,0.552895,,10507.1,3167.2883,2.8939,68.09756,2.677,0.278,0.47598207,B      
68886,68886,305.98485881701,53.65879481041,2184869448527740672,0.6408,4.161,-1.204,-3.983,12.007348,0.002762,12.12837,0.002871,11.788663,0.003801,11.662937,0.020973,0.339707,0.121022,0.218685,,8962.6,1524.2112,2.9129,48.123383,2.381,0.528,0.5418794,A      
35534,35534,336.06819571485,20.70207404163,1777795751041960960,1.3031,11.895,11.621,2.54,11.081556,0.002785,11.23998,0.002933,10.808044,0.003805,10.704897,0.029083,0.431936,0.158423,0.273513,,7601.1,751.5757,2.5116,18.542105,1.893,0.998,0.48714605,A      
112703,12703,76.54584716546,42.96545181342,202224755564475008,0.3692,1.278,0.544,-1.156,13.246316,0.002773,13.408687,0.002866,12.954903,0.003806,,,0.453784,0.162371,0.291413,,11428.9,3354.6626,3.5856,110.61615,3.03,0.202,0.497955,B      
117438,17438,78.31482173617,45.34711832571,211682754585759360,0.3188,2.627,1.495,-2.16,13.961573,0.002767,14.175571,0.002932,13.583692,0.003825,,,0.59188,0.213999,0.377881,,9701.4,6642.644,6.2934,325.0197,3.713,0.203,0.36050197,B      
34178,34178,262.036461608,51.59940161989,1415126994581372160,2.185,6.355,6.244,1.186,10.112585,0.002763,10.243801,0.002843,9.86847,0.003787,9.76314,0.005818,0.375331,0.131216,0.244115,,7473.8,464.8926,2.3775,15.232471,1.81,1.086,0.4110007,A      
3259,3259,80.55926666761,38.70281177294,187688185349145984,1.5397,8.238,1.694,-8.062,12.091998,0.002775,12.325191,0.002936,11.710385,0.003804,11.550249,0.019732,0.614805,0.233192,0.381613,,7330.7,681.4188,1.7041,6.588571,1.541,0.845,0.57389826,A      
22270,22270,29.51100623233,57.14869010344,505273524803084160,0.8116,5.833,4.392,-3.838,11.617747,0.002768,11.872267,0.002847,11.206317,0.003793,11.036801,0.01615,0.66595,0.254519,0.41143,,8122.4,1032.6478,3.2466,53.120483,2.395,0.623,0.47130248,A      
64716,64716,314.81932882621,43.49096091467,2162060389048332800,0.8443,3.455,-0.281,-3.444,14.423267,0.002766,15.268567,0.003246,13.504989,0.003896,13.125903,0.047941,1.763578,0.8453,0.918279,,7494.9,977.3853,2.233,23.348686,2.004,0.842,0.15807618,A      
166045,66045,27.8466598365,64.0107786111,512182310415297536,0.2576,1.59,-1.588,-0.089,15.514514,0.00277,15.875459,0.00386,14.930348,0.005018,,,0.94511,0.360945,0.584166,,9632.9,4969.546,3.1163,37.9458,2.325,0.369,0.42913985,B      
172950,72950,17.87910642573,62.61168602916,523064073916273280,0.3742,1.257,-1.054,-0.684,13.737536,0.00276,14.208708,0.002906,13.080537,0.003808,,,1.128171,0.471171,0.657,,12356.1,2426.5103,3.5169,280.5017,3.699,,0.5015538,B      
56602,56602,296.12252909645,34.13277669698,2047080919076446720,1.1974,3.781,3.496,-1.439,9.961833,0.002773,10.038397,0.00282,9.811237,0.00379,9.732951,0.008234,0.22716,0.076564,0.150596,,8441.6,837.2357,3.8568,68.16695,2.541,0.529,0.40746272,A      
84637,84637,109.45047800676,-15.60468341326,3031267933310450560,0.9289,5.499,0.507,5.476,13.202328,0.002793,13.426971,0.003111,12.832748,0.00389,12.678953,0.041122,0.594222,0.224643,0.369579,,7337.7,1040.9785,1.5577,5.8183722,1.499,0.867,0.39272085,A      
100575,575,77.16884251049,30.06323125006,156269606223594240,0.1527,1.04,0.743,-0.728,15.553701,0.002784,15.842257,0.003933,15.090345,0.004459,,,0.751911,0.288555,0.463356,,9786.3,3246.7573,1.6859,22.729965,2.157,,0.5923404,B      
34958,34958,201.42751892627,89.50221562107,1729342335191683328,1.898,7.219,-2.328,6.834,10.689067,0.002764,10.839879,0.002834,10.42327,0.00379,10.306375,0.006462,0.416609,0.150812,0.265797,,8449.2,511.7699,1.96,19.063536,1.96,0.63,0.6091975,A      
124602,24602,69.81663719627,50.80803572707,260372707173379328,0.1956,0.48,-0.03,-0.479,14.144477,0.00277,14.59969,0.00302,13.49402,0.00384,,,1.105671,0.455214,0.650457,,15016.8,6910.9595,7.3705,2497.6104,6.202,,0.51791394,B      
19069,19069,40.29576198747,56.47054982713,454810824468783104,1.1235,8.83,5.939,-6.534,12.423348,0.00276,12.790697,0.002895,11.885391,0.003796,11.652413,0.016398,0.905306,0.367349,0.537957,,7915.9,978.2791,2.6212,24.155457,2.04,0.706,0.5146232,A      
44573,44573,318.63524336439,41.05816987307,1968730171466876288,0.9867,6.757,-2.867,-6.118,13.769733,0.00276,14.301727,0.002889,13.074403,0.003796,12.713202,0.081298,1.227325,0.531994,0.695331,,7741.4,1063.0452,2.0364,11.870612,1.749,0.852,0.55691814,A      
21110,21110,61.85011468555,62.41952768553,476283324484380032,1.3467,1.061,-0.164,1.048,12.600146,0.002763,12.968009,0.002866,12.061772,0.003811,11.822445,0.022485,0.906237,0.367863,0.538374,,7339.2,704.7906,1.8442,9.317981,1.644,1.063,0.49850672,A      
169428,69428,31.9937805163,63.64789748209,514882539175504512,0.2684,0.81,-0.601,0.543,17.291647,0.002827,17.870308,0.006629,16.53818,0.004991,,,1.332129,0.578661,0.753468,,9605.4,4202.318,1.632,20.661825,2.105,,0.582314,B      
30039,30039,120.02605806339,48.23351680551,933152499132218112,1.3269,7.568,-6.921,-3.062,11.516364,0.002834,11.605099,0.003028,11.354047,0.003849,11.27133,0.012114,0.251052,0.088735,0.162317,,8394.9,799.259,1.8387,12.525974,1.815,0.43,0.5305357,A      
54141,54141,300.80922428845,29.88647072862,2030182804084902400,0.3018,8.47,-3.832,-7.554,12.694963,0.002871,13.064917,0.003819,12.134091,0.004207,11.881723,0.015096,0.930825,0.369953,0.560872,,7839.3,1739.6927,4.271,63.849678,2.489,0.589,0.34735188,A      
107368,7368,87.06047204405,39.4140425778,191485451834721536,0.1737,0.413,0.412,-0.03,14.512444,0.003005,14.717215,0.003715,14.151816,0.004728,,,0.565398,0.204771,0.360627,,9991.3,3784.8855,2.6916,66.07595,2.611,0.357,0.48513153,B      
146181,46181,34.88940951981,56.89465565318,458353794536856448,0.4803,1.439,-0.833,-1.174,12.356822,0.002764,12.501104,0.002847,12.092678,0.003798,,,0.408426,0.144282,0.264144,,16015.1,2204.9285,2.8808,392.89023,4.532,,0.85238814,B      
43924,43924,332.87436428812,45.15788557769,1962636918536150784,1.2244,6.887,-3.92,-5.663,12.106613,0.002769,12.372362,0.002819,11.672289,0.003791,11.490684,0.021838,0.700073,0.265749,0.434324,,6954.1,1407.2677,3.9887,12.241947,1.723,1.216,0.25327632,A      
63063,63063,286.56543348793,35.83716106855,2092690585543489280,0.8217,4.202,-2.223,-3.566,11.70215,0.002764,11.807261,0.002882,11.507957,0.003825,11.405026,0.019164,0.299304,0.105111,0.194193,,9226.6,1145.5344,2.3794,38.001446,2.294,0.476,0.66864425,A      
28231,28231,122.58705490122,23.35145433945,677602357338326656,1.5627,9.618,-9.01,-3.367,11.55073,0.002773,11.718787,0.002893,11.255375,0.003795,11.143914,0.008665,0.463412,0.168057,0.295355,,7265.1,623.8469,1.7864,8.025873,1.586,1.158,0.48756075,A      
12524,12524,13.00731881314,41.72858867153,375144021549313024,1.8433,8.352,-8.037,-2.27,10.934852,0.002841,11.097448,0.002901,10.604535,0.003805,10.482247,0.008729,0.492913,0.162597,0.330317,,7310.9,716.0035,2.7605,10.708727,1.68,1.198,0.45079952,A      
94912,94912,98.01684723677,-3.25458487742,3105068807335161088,1.4154,2.845,0.682,-2.763,12.114815,0.002766,12.329992,0.002815,11.752296,0.003808,11.603694,0.012928,0.577696,0.215178,0.362518,,7280.0,724.2326,1.7589,7.279171,1.561,1.043,0.5275234,A      
119407,19407,50.55370786469,42.16852988765,240962753528713472,0.2415,2.115,1.271,-1.69,14.985708,0.002922,15.109181,0.004041,14.747285,0.004875,,,0.361897,0.123473,0.238423,,10351.7,3520.858,1.6494,28.586351,2.313,,0.6892812,B      
144183,44183,40.36390915184,55.59274024446,454598824884073600,0.1842,1.013,-1.0,0.166,15.821187,0.002792,16.102264,0.003718,15.375562,0.004306,,,0.726703,0.281077,0.445625,,11569.4,3593.9856,1.4865,36.369125,,,0.781091,B      
99180,99180,100.62224023009,1.91684870434,3126767458852467456,0.6452,0.746,0.619,0.417,14.222978,0.002768,14.66573,0.003059,13.60542,0.003969,13.422229,0.044357,1.06031,0.442753,0.617558,,7219.2,2120.468,2.9983,10.55683,1.68,1.121,0.40170318,A      
44293,44293,319.44423168405,40.12479665142,1965628483522227968,1.5453,6.255,-1.08,-6.161,9.844563,0.002762,9.960729,0.002854,9.619269,0.003797,9.508329,0.006516,0.341459,0.116166,0.225293,,9651.2,684.3511,3.4368,84.21253,2.715,0.388,0.5479356,A      
135121,35121,5.25414757569,60.96619920525,428809229901531008,0.2563,3.21,-3.012,-1.109,16.233377,0.002789,16.900091,0.006868,15.410228,0.004441,,,1.489863,0.666714,0.82315,,9623.5,7396.905,5.3297,228.45499,3.301,0.289,0.37096363,B      
123088,23088,71.32511229432,47.87863504941,255888688301100544,0.3337,1.02,0.249,-0.989,15.127963,0.00278,15.568288,0.003854,14.503073,0.004306,,,1.065215,0.440325,0.62489,,9632.8,4617.6074,3.8213,43.030804,2.405,0.326,0.42539483,B      
105816,5816,77.80288549661,40.51192940447,188994233364422272,0.6275,1.897,-1.433,1.243,14.947958,0.003137,15.025181,0.00316,14.552688,0.00394,,,0.472493,0.077223,0.39527,,14222.4,4586.6484,2.0913,134.04263,,,0.87413,B      
29080,29080,119.19373758029,29.33160263514,877172823109961088,4.3852,26.982,-1.847,-26.919,9.198982,0.002771,9.326431,0.002835,8.95255,0.003813,8.85039,0.008657,0.373881,0.127449,0.246432,,7284.3,228.0139,1.8,8.196232,1.594,1.146,0.46449587,A      
75700,75700,318.76611788385,-2.57192136884,2685592648748354304,3.5251,9.161,8.173,4.137,7.060554,0.002781,7.129032,0.002852,6.902563,0.003935,6.834031,0.006223,0.22647,0.068479,0.157991,,9708.6,276.0581,4.5271,174.60303,3.149,0.313,0.4608357,A      
90498,90498,115.98036314636,-4.22709101523,3056676929773971968,1.2187,5.137,-5.136,-0.095,11.662003,0.002799,11.773611,0.002957,11.455769,0.003859,11.36611,0.016035,0.317842,0.111609,0.206234,,7676.7,698.1885,1.6646,12.016407,1.762,0.745,0.51464653,A      
70264,70264,338.1851904883,59.9605570149,2200860853024930048,0.6962,10.227,-8.752,-5.291,12.235223,0.004138,12.770131,0.002869,11.441065,0.00382,11.109981,0.010061,1.329066,0.534908,0.794158,,7378.1,2129.9358,9.549,230.37192,3.367,0.27,0.21412078,A      
27152,27152,31.8852747653,80.66487208555,562876565318256256,4.3435,27.833,26.009,-9.912,7.554232,0.00277,7.610463,0.002859,7.418805,0.003821,7.360981,0.004783,0.191658,0.056231,0.135427,,9838.4,229.1832,2.8649,71.59632,2.641,0.377,0.6303277,A      
142626,42626,47.08933212234,52.99088766967,446240200047184640,0.3262,0.962,0.16,-0.948,15.043186,0.002771,15.496362,0.003434,14.400563,0.003917,,,1.095799,0.453176,0.642623,,10491.2,2612.0068,2.2179,63.755314,2.644,0.275,0.6255622,B      
74817,74817,295.98930392187,77.63894181181,2289990976415374976,2.6562,17.871,6.61,16.603,10.375385,0.002774,10.512643,0.002831,10.128976,0.003804,10.033243,0.006558,0.383667,0.137258,0.246409,,7650.6,382.3038,1.7147,8.888403,1.648,0.804,0.5295149,A      
98,98,37.17675723282,12.25428389155,26301043986485248,0.6118,11.177,-2.494,-10.895,14.103885,0.003008,14.315936,0.005912,13.750826,0.00542,13.651603,0.137278,0.56511,0.212051,0.353059,,7177.7,2091.3098,2.0274,5.3657994,1.504,0.456,0.49517605,A      
4490,4490,89.86912708195,46.53228321076,197782762944954752,1.4295,6.256,1.865,-5.972,11.572209,0.002782,11.726831,0.002927,11.300101,0.003834,11.163142,0.021442,0.426729,0.154621,0.272108,,8083.3,706.1004,1.8547,12.206245,1.777,0.657,0.53421354,A      
45978,45978,323.74198554313,46.29037703128,1977377899141093248,1.6546,9.916,9.563,2.622,11.481627,0.002773,11.637032,0.002887,11.21083,0.003796,11.106277,0.010114,0.426202,0.155404,0.270798,,7538.8,673.0569,1.92,8.824309,1.658,0.654,0.44910422,A      
79938,79938,93.65574413928,-21.79994189559,2937869819310177152,1.1481,6.144,4.831,-3.796,10.947657,0.002762,11.068328,0.002806,10.723567,0.003786,10.625747,0.006944,0.344761,0.120671,0.22409,,7647.8,1004.0646,3.3653,25.645618,2.029,0.903,0.38294256,A      
109400,9400,84.8830323016,42.72674170984,195993896183658112,0.2129,0.405,0.382,-0.132,14.913737,0.002781,15.181747,0.003222,14.474363,0.004018,,,0.707384,0.26801,0.439374,,10792.2,4393.717,2.8061,80.60391,2.789,0.252,0.49871632,B      
3981,3981,88.02549990995,43.47132558139,193433820797235200,0.7135,5.528,-3.664,-4.139,13.710503,0.002763,14.017317,0.002921,13.236827,0.003819,13.082901,0.04389,0.78049,0.306814,0.473676,,7206.6,1392.0714,1.9626,7.940076,1.579,1.22,0.48660895,A      
55863,55863,287.76621870712,30.34901543892,2039404197611994880,1.0339,2.129,1.682,1.305,10.948811,0.002768,11.001257,0.002856,10.839652,0.003795,10.785419,0.008462,0.161605,0.052446,0.109159,,8990.4,1108.6709,2.9943,39.27013,2.289,0.533,0.49399656,A      
87475,87475,105.1008174222,-12.07364429379,3045884432875021952,0.9243,3.149,-3.099,0.555,11.794995,0.002782,11.840561,0.00291,11.699786,0.003853,11.636136,0.017167,0.140775,0.045566,0.095209,,9511.2,1193.4354,2.1061,24.526348,2.156,0.247,0.5421704,A      
136228,36228,3.24537897506,61.83859545575,429746288686799488,0.9736,1.665,-0.284,-1.64,11.56074,0.002763,11.748081,0.002849,11.219822,0.003801,11.056744,0.065265,0.528259,0.187342,0.340918,,10691.1,1415.8397,3.6507,77.79191,2.764,0.262,0.4700836,B      
177180,77180,5.03887490397,68.60330864072,530353114449569536,0.2013,1.197,-1.028,-0.613,15.965147,0.002787,16.550678,0.004095,15.215329,0.004097,,,1.335349,0.585531,0.749818,,9980.5,2873.0742,1.9987,36.52505,2.357,0.263,0.5300168,B      
50712,50712,331.98316825195,55.40278937096,2005754095237704192,0.3405,5.006,-4.021,-2.981,14.740541,0.002763,15.149469,0.002941,14.155249,0.003863,14.046979,0.144714,0.994221,0.408928,0.585293,,6595.9,2331.3955,2.5712,16.187227,1.808,1.391,0.13610779,A      
65641,65641,317.20029011818,47.77301329286,2165270486275093504,0.5046,6.32,-3.624,-5.178,14.450295,0.002765,14.892926,0.002994,13.829822,0.003858,13.488484,0.145115,1.063105,0.442631,0.620474,,7102.7,2446.3728,3.128,14.056115,1.771,1.168,0.3966547,A      
83043,83043,91.3859977802,-4.38913874296,3021239390833696128,1.2838,4.738,0.196,-4.734,12.369331,0.002785,12.572837,0.002925,12.028313,0.003929,11.909484,0.019016,0.544524,0.203506,0.341019,,7457.1,741.9211,1.5302,7.2480435,1.586,0.671,0.5196953,A      
1626,1626,77.36567546389,30.5550991774,156392476648166016,2.4002,5.197,4.788,-2.022,9.905293,0.002766,10.087782,0.002812,9.580119,0.003786,9.437387,0.011391,0.507663,0.182489,0.325173,,8558.0,442.0244,2.663,30.093603,2.144,0.643,0.46078736,A      
136939,36939,8.84459632476,60.82915449908,430106241304763008,0.5007,2.804,-2.627,-0.981,15.014446,0.002772,15.345234,0.009353,14.364388,0.006044,,,0.980846,0.330788,0.650059,,10283.8,2045.6724,1.6721,23.434132,,,0.6276669,B      
11339,11339,40.04154520675,46.40125485455,341890293096832768,0.4403,1.676,0.309,-1.647,13.960111,0.002787,14.161356,0.003146,13.630882,0.003872,13.277712,0.073996,0.530474,0.201245,0.329228,,7581.7,2111.9827,2.0574,12.86329,1.758,1.017,0.5208541,A      
169497,69497,31.23597526325,63.59895965844,514926588362248448,0.5425,3.122,-2.588,1.746,15.385349,0.002836,15.866312,0.003117,14.679479,0.003892,,,1.186833,0.480963,0.705871,,10371.7,3597.2563,2.835,20.11371,,,0.4772893,B      
37029,37029,300.43762789108,17.80131796029,1821996943133810944,0.7937,4.998,-3.797,-3.25,11.870598,0.002794,12.00717,0.003135,11.422956,0.00395,11.323329,0.009573,0.584214,0.136572,0.447642,,7036.9,925.7563,2.6157,28.967373,2.083,0.874,0.4777857,A      
132787,32787,13.24026364549,59.83304553623,426108966782583168,0.2437,0.78,-0.569,-0.533,14.249172,0.002831,14.420263,0.003438,13.941081,0.004282,,,0.479182,0.171091,0.308091,,10954.0,4462.7656,3.1626,88.49474,2.854,0.241,0.4857832,B      
56907,56907,294.02324484138,36.48982827576,2048494684874792832,0.7733,5.425,-3.598,-4.061,12.161112,0.003025,12.248526,0.004314,11.999492,0.005763,11.91446,0.027653,0.249034,0.087414,0.16162,,9015.7,1267.9056,2.0964,26.337828,2.133,0.462,0.6308617,A      
110115,10115,73.123036232,39.69584969314,199959800265580032,0.1752,1.329,0.142,-1.321,15.116765,0.00278,15.342106,0.003162,14.736234,0.004103,,,0.605872,0.225341,0.380531,,11426.5,3416.8457,1.7701,50.68331,2.671,,0.6937548,B      
66762,66762,322.12599413076,50.37637181429,2171200392993286656,0.4621,8.06,-5.251,-6.114,14.422923,0.002968,15.128323,0.005124,13.554399,0.005573,13.17007,0.076234,1.573924,0.7054,0.868525,,7737.8,3765.3506,7.6934,47.119186,2.321,0.704,0.23106882,A      
120560,20560,55.16725377458,49.06581601817,249453010521406848,0.3317,2.195,0.739,-2.067,14.901231,0.002771,15.16149,0.00304,14.478113,0.003918,,,0.683377,0.26026,0.423118,,9749.6,2899.3223,1.9271,27.659777,2.233,,0.55178523,B      
131121,31121,13.92271085542,54.04188003252,417357713213266176,0.8594,2.243,-1.835,-1.291,10.187306,0.002769,10.279877,0.002798,9.993932,0.003783,9.883095,0.009045,0.285945,0.09257,0.193375,,9820.7,1546.4183,6.3344,188.95407,3.216,0.291,0.3705502,B