rent date,season,mnth,holiday,weekday,workingday,weathersit,temp normalized,original hum,windspeed,casual users,registered users,total rental bikes
31/08/2011,Summer,8,0,3,1,Clear,0.656667,59.7917,5.5833311,688,4370,5058
1/09/2011,Summer,9,0,4,1,Clear,0.655,63.9167,9.500332,783,4332,5115
2/09/2011,Summer,9,0,5,1,Few clouds,0.643333,72.7083,9.375243,875,3852,4727
3/09/2011,Summer,9,0,6,0,Clear,0.669167,71.6667,12.416775,1935,2549,4484
4/09/2011,Summer,9,0,0,0,Clear,0.709167,74.2083,13.833289,2521,2419,4940
5/09/2011,Summer,9,1,1,0,Few clouds,0.673333,79.0417,14.250632,1236,2115,3351
6/09/2011,Summer,9,0,2,1,Partly cloudy,0.54,88.6957,23.044181,204,2506,2710
7/09/2011,Summer,9,0,3,1,Partly cloudy,0.599167,91.7083,6.5003936,118,1878,1996
8/09/2011,Summer,9,0,4,1,Partly cloudy,0.633913,93.9565,12.914116,153,1689,1842
9/09/2011,Summer,9,0,5,1,Few clouds,0.65,89.7917,8.333393,417,3127,3544
10/09/2011,Summer,9,0,6,0,Clear,0.66,75.375,10.291736,1750,3595,5345
11/09/2011,Summer,9,0,0,0,Clear,0.653333,71.375,7.708618,1633,3413,5046
12/09/2011,Summer,9,0,1,1,Clear,0.644348,69.2174,5.957171,690,4023,4713
13/09/2011,Summer,9,0,2,1,Clear,0.650833,71.25,9.500868,701,4062,4763
14/09/2011,Summer,9,0,3,1,Clear,0.673333,69.7083,11.2091,647,4138,4785
15/09/2011,Summer,9,0,4,1,Few clouds,0.5775,70.9167,18.166782,428,3231,3659
16/09/2011,Summer,9,0,5,1,Few clouds,0.469167,59.0417,11.000261,742,4018,4760
17/09/2011,Summer,9,0,6,0,Few clouds,0.491667,71.8333,12.708225,1434,3077,4511
18/09/2011,Summer,9,0,0,0,Clear,0.5075,69.5,11.958361,1353,2921,4274
19/09/2011,Summer,9,0,1,1,Few clouds,0.549167,69,10.166714,691,3848,4539
20/09/2011,Summer,9,0,2,1,Few clouds,0.561667,88.125,9.041918,438,3203,3641
21/09/2011,Summer,9,0,3,1,Few clouds,0.595,90,6.4590814,539,3813,4352
22/09/2011,Summer,9,0,4,1,Few clouds,0.628333,90.2083,8.584375,555,4240,4795
23/09/2011,Fall,9,0,5,1,Few clouds,0.609167,97.25,5.2505689,258,2137,2395
24/09/2011,Fall,9,0,6,0,Few clouds,0.606667,86.25,5.2516811,1776,3647,5423
25/09/2011,Fall,9,0,0,0,Few clouds,0.634167,84.5,3.3754064,1544,3466,5010
26/09/2011,Fall,9,0,1,1,Few clouds,0.649167,84.8333,7.4169,684,3946,4630
27/09/2011,Fall,9,0,2,1,Few clouds,0.636667,88.5417,7.917457,477,3643,4120
28/09/2011,Fall,9,0,3,1,Few clouds,0.635,84.875,9.958143,480,3427,3907
29/09/2011,Fall,9,0,4,1,Clear,0.616667,69.9167,11.583161,653,4186,4839
30/09/2011,Fall,9,0,5,1,Clear,0.564167,64.75,13.833825,830,4372,5202
1/10/2011,Fall,10,0,6,0,Few clouds,0.41,75.375,19.583832,480,1949,2429
2/10/2011,Fall,10,0,0,0,Few clouds,0.356667,79.1667,14.874871,616,2302,2918
3/10/2011,Fall,10,0,1,1,Few clouds,0.384167,76.0833,5.5841686,330,3240,3570
4/10/2011,Fall,10,0,2,1,Clear,0.484167,71,13.792218,486,3970,4456
5/10/2011,Fall,10,0,3,1,Clear,0.538333,64.7917,11.87575,559,4267,4826
6/10/2011,Fall,10,0,4,1,Clear,0.494167,62.0833,9.041918,639,4126,4765
7/10/2011,Fall,10,0,5,1,Clear,0.510833,68.4167,1.5002439,949,4036,4985
8/10/2011,Fall,10,0,6,0,Clear,0.521667,70.125,3.0420814,2235,3174,5409
9/10/2011,Fall,10,0,0,0,Clear,0.540833,72.75,4.25115,2397,3114,5511
10/10/2011,Fall,10,1,1,0,Clear,0.570833,73.375,2.8343814,1514,3603,5117
11/10/2011,Fall,10,0,2,1,Few clouds,0.566667,80.875,9.583814,667,3896,4563
12/10/2011,Fall,10,0,3,1,Partly cloudy,0.543333,90.625,16.62605,217,2199,2416
13/10/2011,Fall,10,0,4,1,Few clouds,0.589167,89.6667,9.499729,290,2623,2913
14/10/2011,Fall,10,0,5,1,Few clouds,0.550833,71.625,15.000161,529,3115,3644
15/10/2011,Fall,10,0,6,0,Clear,0.506667,48.3333,17.291561,1899,3318,5217
16/10/2011,Fall,10,0,0,0,Clear,0.511667,48.6667,18.875039,1748,3293,5041
17/10/2011,Fall,10,0,1,1,Clear,0.534167,57.9583,11.750393,713,3857,4570
18/10/2011,Fall,10,0,2,1,Few clouds,0.5325,70.1667,7.375829,637,4111,4748
19/10/2011,Fall,10,0,3,1,Partly cloudy,0.541739,89.5217,16.303713,254,2170,2424
20/10/2011,Fall,10,0,4,1,Clear,0.475833,63.625,28.292425,471,3724,4195
21/10/2011,Fall,10,0,5,1,Clear,0.4275,57.4167,14.833532,676,3628,4304
22/10/2011,Fall,10,0,6,0,Clear,0.4225,62.9167,6.2086689,1499,2809,4308
23/10/2011,Fall,10,0,0,0,Clear,0.421667,74.125,6.6673375,1619,2762,4381
24/10/2011,Fall,10,0,1,1,Clear,0.463333,77.2083,7.959064,699,3488,4187
25/10/2011,Fall,10,0,2,1,Clear,0.471667,62.2917,11.166086,695,3992,4687
26/10/2011,Fall,10,0,3,1,Few clouds,0.484167,72.0417,9.959014,404,3490,3894
27/10/2011,Fall,10,0,4,1,Few clouds,0.47,81.2917,13.250121,240,2419,2659
28/10/2011,Fall,10,0,5,1,Few clouds,0.330833,58.5833,15.375093,456,3291,3747
29/10/2011,Fall,10,0,6,0,Partly cloudy,0.254167,88.25,23.541857,57,570,627
30/10/2011,Fall,10,0,0,0,Clear,0.319167,62.375,11.833339,885,2446,3331
31/10/2011,Fall,10,0,1,1,Clear,0.34,70.3333,7.12545,362,3307,3669
1/11/2011,Fall,11,0,2,1,Clear,0.400833,68.375,9.083257,410,3658,4068
2/11/2011,Fall,11,0,3,1,Clear,0.3775,71.875,5.5001439,370,3816,4186
3/11/2011,Fall,11,0,4,1,Clear,0.408333,70.2083,9.166739,318,3656,3974
4/11/2011,Fall,11,0,5,1,Few clouds,0.403333,62.25,18.209193,470,3576,4046
5/11/2011,Fall,11,0,6,0,Clear,0.326667,51.9167,12.667154,1156,2770,3926
6/11/2011,Fall,11,0,0,0,Clear,0.348333,73.4583,6.1676314,952,2697,3649
7/11/2011,Fall,11,0,1,1,Clear,0.395,75.875,3.834075,373,3662,4035
8/11/2011,Fall,11,0,2,1,Clear,0.408333,72.1667,4.6255125,376,3829,4205
9/11/2011,Fall,11,0,3,1,Clear,0.4,75.8333,4.1671186,305,3804,4109
10/11/2011,Fall,11,0,4,1,Few clouds,0.38,81.3333,12.667489,190,2743,2933
11/11/2011,Fall,11,1,5,0,Clear,0.324167,44.625,21.083225,440,2928,3368
12/11/2011,Fall,11,0,6,0,Clear,0.356667,55.2917,14.208154,1275,2792,4067
13/11/2011,Fall,11,0,0,0,Clear,0.440833,45.8333,18.875307,1004,2713,3717
14/11/2011,Fall,11,0,1,1,Clear,0.53,58.7083,20.541932,595,3891,4486
15/11/2011,Fall,11,0,2,1,Few clouds,0.53,68.875,13.375411,449,3746,4195
16/11/2011,Fall,11,0,3,1,Partly cloudy,0.456667,93,9.167543,145,1672,1817
17/11/2011,Fall,11,0,4,1,Few clouds,0.341667,57.5833,20.459254,139,2914,3053
18/11/2011,Fall,11,0,5,1,Clear,0.274167,41,11.291711,245,3147,3392
19/11/2011,Fall,11,0,6,0,Clear,0.329167,50.2083,15.041232,943,2720,3663
20/11/2011,Fall,11,0,0,0,Few clouds,0.463333,68.4583,12.45865,787,2733,3520
21/11/2011,Fall,11,0,1,1,Partly cloudy,0.4475,91,9.249618,220,2545,2765
22/11/2011,Fall,11,0,2,1,Partly cloudy,0.416667,96.25,7.959064,69,1538,1607
23/11/2011,Fall,11,0,3,1,Few clouds,0.440833,75.7917,22.500275,112,2454,2566
24/11/2011,Fall,11,1,4,0,Clear,0.373333,54.9167,11.209368,560,935,1495
25/11/2011,Fall,11,0,5,1,Clear,0.375,64.375,6.6260186,1095,1697,2792
26/11/2011,Fall,11,0,6,0,Clear,0.375833,68.1667,4.5841936,1249,1819,3068
27/11/2011,Fall,11,0,0,0,Clear,0.459167,69.8333,13.999918,810,2261,3071
28/11/2011,Fall,11,0,1,1,Clear,0.503478,74.3043,9.522174,253,3614,3867
29/11/2011,Fall,11,0,2,1,Few clouds,0.458333,83.0833,17.292164,96,2818,2914
30/11/2011,Fall,11,0,3,1,Clear,0.325,61.3333,18.167586,188,3425,3613
1/12/2011,Fall,12,0,4,1,Clear,0.3125,52.4583,14.750586,182,3545,3727
2/12/2011,Fall,12,0,5,1,Clear,0.314167,62.5833,6.750518,268,3672,3940
3/12/2011,Fall,12,0,6,0,Clear,0.299167,61.2917,6.4174811,706,2908,3614
4/12/2011,Fall,12,0,0,0,Clear,0.330833,77.5833,5.6252061,634,2851,3485
5/12/2011,Fall,12,0,1,1,Few clouds,0.385833,82.7083,4.1679561,233,3578,3811
6/12/2011,Fall,12,0,2,1,Partly cloudy,0.4625,94.9583,15.583061,126,2468,2594
7/12/2011,Fall,12,0,3,1,Partly cloudy,0.41,97.0417,17.833725,50,655,705
8/12/2011,Fall,12,0,4,1,Clear,0.265833,58,16.083886,150,3172,3322
9/12/2011,Fall,12,0,5,1,Clear,0.290833,69.5833,5.5420189,261,3359,3620
10/12/2011,Fall,12,0,6,0,Clear,0.275,50.75,15.625807,502,2688,3190
11/12/2011,Fall,12,0,0,0,Clear,0.220833,49,4.4582939,377,2366,2743
12/12/2011,Fall,12,0,1,1,Clear,0.238333,67.0833,4.25115,143,3167,3310
13/12/2011,Fall,12,0,2,1,Clear,0.2825,59,9.41685,155,3368,3523
14/12/2011,Fall,12,0,3,1,Few clouds,0.3175,66.375,4.0842061,178,3562,3740
15/12/2011,Fall,12,0,4,1,Few clouds,0.4225,63.4167,17.958814,181,3528,3709
16/12/2011,Fall,12,0,5,1,Few clouds,0.375,50.0417,17.458525,178,3399,3577
17/12/2011,Fall,12,0,6,0,Few clouds,0.258333,56.0833,16.292189,275,2464,2739
18/12/2011,Fall,12,0,0,0,Clear,0.238333,58.625,11.375193,220,2211,2431
19/12/2011,Fall,12,0,1,1,Clear,0.276667,63.75,11.584032,260,3143,3403
20/12/2011,Fall,12,0,2,1,Few clouds,0.385833,59.5417,4.1252436,216,3534,3750
21/12/2011,Winter,12,0,3,1,Few clouds,0.428333,85.8333,14.8338,107,2553,2660
22/12/2011,Winter,12,0,4,1,Few clouds,0.423333,75.75,3.167425,227,2841,3068
23/12/2011,Winter,12,0,5,1,Clear,0.373333,68.625,18.374482,163,2046,2209
24/12/2011,Winter,12,0,6,0,Clear,0.3025,54.25,12.750368,155,856,1011
25/12/2011,Winter,12,0,0,0,Clear,0.274783,68.1304,10.391097,303,451,754
26/12/2011,Winter,12,1,1,0,Clear,0.321739,50.6957,16.044155,430,887,1317
27/12/2011,Winter,12,0,2,1,Few clouds,0.325,76.25,12.62615,103,1059,1162
28/12/2011,Winter,12,0,3,1,Clear,0.29913,50.3913,19.695387,255,2047,2302
29/12/2011,Winter,12,0,4,1,Clear,0.248333,57.4167,8.000604,254,2169,2423
30/12/2011,Winter,12,0,5,1,Clear,0.311667,63.6667,9.000579,491,2508,2999
31/12/2011,Winter,12,0,6,0,Clear,0.41,61.5833,14.750318,665,1820,2485
1/01/2012,Winter,1,0,0,0,Clear,0.37,69.25,12.875189,686,1608,2294
2/01/2012,Winter,1,1,1,0,Clear,0.273043,38.1304,22.087555,244,1707,1951
3/01/2012,Winter,1,0,2,1,Clear,0.15,44.125,24.499957,89,2147,2236
4/01/2012,Winter,1,0,3,1,Few clouds,0.1075,41.4583,12.3749,95,2273,2368
5/01/2012,Winter,1,0,4,1,Clear,0.265833,52.4167,8.709129,140,3132,3272
6/01/2012,Winter,1,0,5,1,Clear,0.334167,54.2083,11.249836,307,3791,4098
7/01/2012,Winter,1,0,6,0,Clear,0.393333,53.1667,11.708786,1070,3451,4521
8/01/2012,Winter,1,0,0,0,Clear,0.3375,46.5,12.833314,599,2826,3425
9/01/2012,Winter,1,0,1,1,Few clouds,0.224167,70.1667,6.6263,106,2270,2376
10/01/2012,Winter,1,0,2,1,Clear,0.308696,64.6522,12.565984,173,3425,3598
11/01/2012,Winter,1,0,3,1,Few clouds,0.274167,84.75,8.791807,92,2085,2177
12/01/2012,Winter,1,0,4,1,Few clouds,0.3825,80.2917,12.124789,269,3828,4097
13/01/2012,Winter,1,0,5,1,Clear,0.274167,50.75,25.333236,174,3040,3214
14/01/2012,Winter,1,0,6,0,Clear,0.18,45.75,12.541261,333,2160,2493
15/01/2012,Winter,1,0,0,0,Clear,0.166667,41.9167,16.834286,284,2027,2311
16/01/2012,Winter,1,1,1,0,Clear,0.19,52.25,15.500986,217,2081,2298
17/01/2012,Winter,1,0,2,1,Few clouds,0.373043,71.6087,23.39171,127,2808,2935
18/01/2012,Winter,1,0,3,1,Clear,0.303333,44.3333,27.833743,109,3267,3376
19/01/2012,Winter,1,0,4,1,Clear,0.19,49.75,14.750586,130,3162,3292
20/01/2012,Winter,1,0,5,1,Few clouds,0.2175,45,13.58425,115,3048,3163
21/01/2012,Winter,1,0,6,0,Few clouds,0.173333,83.125,14.917014,67,1234,1301
22/01/2012,Winter,1,0,0,0,Few clouds,0.1625,79.625,13.375746,196,1781,1977
23/01/2012,Winter,1,0,1,1,Few clouds,0.218333,91.125,7.417436,145,2287,2432
24/01/2012,Winter,1,0,2,1,Clear,0.3425,83.5833,8.292389,439,3900,4339
25/01/2012,Winter,1,0,3,1,Clear,0.294167,64.375,10.791757,467,3803,4270
26/01/2012,Winter,1,0,4,1,Few clouds,0.341667,76.9583,4.9175186,244,3831,4075
27/01/2012,Winter,1,0,5,1,Few clouds,0.425,74.125,22.958689,269,3187,3456
28/01/2012,Winter,1,0,6,0,Clear,0.315833,54.3333,14.125543,775,3248,4023
29/01/2012,Winter,1,0,0,0,Clear,0.2825,31.125,16.08335,558,2685,3243
30/01/2012,Winter,1,0,1,1,Clear,0.269167,40.0833,14.458064,126,3498,3624
31/01/2012,Winter,1,0,2,1,Clear,0.39,41.6667,17.541739,324,4185,4509
1/02/2012,Winter,2,0,3,1,Clear,0.469167,50.7917,12.667489,304,4275,4579
2/02/2012,Winter,2,0,4,1,Few clouds,0.399167,67.2917,12.541529,190,3571,3761
3/02/2012,Winter,2,0,5,1,Clear,0.313333,52.6667,11.959232,310,3841,4151
4/02/2012,Winter,2,0,6,0,Few clouds,0.264167,77.9583,8.167032,384,2448,2832
5/02/2012,Winter,2,0,0,0,Few clouds,0.265833,68.7917,11.791732,318,2629,2947
6/02/2012,Winter,2,0,1,1,Clear,0.282609,62.2174,10.3046,206,3578,3784
7/02/2012,Winter,2,0,2,1,Clear,0.354167,49.625,9.874393,199,4176,4375
8/02/2012,Winter,2,0,3,1,Few clouds,0.256667,72.2917,8.959307,109,2693,2802
9/02/2012,Winter,2,0,4,1,Clear,0.265,56.2083,13.000479,163,3667,3830
10/02/2012,Winter,2,0,5,1,Few clouds,0.280833,54,7.834243,227,3604,3831
11/02/2012,Winter,2,0,6,0,Partly cloudy,0.224167,73.125,19.416332,192,1977,2169
12/02/2012,Winter,2,0,0,0,Clear,0.1275,46.4583,27.417204,73,1456,1529
13/02/2012,Winter,2,0,1,1,Clear,0.2225,41.125,11.207961,94,3328,3422
14/02/2012,Winter,2,0,2,1,Few clouds,0.319167,50.875,9.458993,135,3787,3922
15/02/2012,Winter,2,0,3,1,Clear,0.348333,53.125,12.1672,141,4028,4169
16/02/2012,Winter,2,0,4,1,Few clouds,0.316667,75.2917,6.125475,74,2931,3005
17/02/2012,Winter,2,0,5,1,Clear,0.343333,63.4583,13.791682,349,3805,4154
18/02/2012,Winter,2,0,6,0,Clear,0.346667,53.4583,12.792243,1435,2883,4318
19/02/2012,Winter,2,0,0,0,Few clouds,0.28,51.5833,16.958504,618,2071,2689
20/02/2012,Winter,2,1,1,0,Clear,0.28,50.7826,15.348561,502,2627,3129
21/02/2012,Winter,2,0,2,1,Clear,0.287826,59.4348,13.783039,163,3614,3777
22/02/2012,Winter,2,0,3,1,Clear,0.395833,56.7917,15.709557,394,4379,4773
23/02/2012,Winter,2,0,4,1,Clear,0.454167,55.4583,12.791171,516,4546,5062
24/02/2012,Winter,2,0,5,1,Few clouds,0.4075,73.75,15.916989,246,3241,3487
25/02/2012,Winter,2,0,6,0,Clear,0.290833,39.5833,28.250014,317,2415,2732
26/02/2012,Winter,2,0,0,0,Clear,0.279167,41,13.750343,515,2874,3389
27/02/2012,Winter,2,0,1,1,Clear,0.366667,49.0833,17.958211,253,4069,4322
28/02/2012,Winter,2,0,2,1,Clear,0.359167,39.5833,12.958939,229,4134,4363
29/02/2012,Winter,2,0,3,1,Few clouds,0.344348,80.4783,12.000839,65,1769,1834
1/03/2012,Winter,3,0,4,1,Clear,0.485833,61.5417,15.208129,325,4665,4990
2/03/2012,Winter,3,0,5,1,Few clouds,0.353333,65.7083,9.708568,246,2948,3194
3/03/2012,Winter,3,0,6,0,Few clouds,0.414167,62.125,10.792293,956,3110,4066
4/03/2012,Winter,3,0,0,0,Clear,0.325833,40.3333,22.416257,710,2713,3423
5/03/2012,Winter,3,0,1,1,Clear,0.243333,50.625,15.333486,203,3130,3333
6/03/2012,Winter,3,0,2,1,Clear,0.258333,45.6667,13.458625,221,3735,3956
7/03/2012,Winter,3,0,3,1,Clear,0.404167,51.3333,23.167193,432,4484,4916
8/03/2012,Winter,3,0,4,1,Clear,0.5275,56.75,29.584721,486,4896,5382
9/03/2012,Winter,3,0,5,1,Few clouds,0.410833,40.7083,27.7916,447,4122,4569
10/03/2012,Winter,3,0,6,0,Clear,0.2875,35.0417,15.12525,968,3150,4118
11/03/2012,Winter,3,0,0,0,Clear,0.361739,47.6957,14.913329,1658,3253,4911
12/03/2012,Winter,3,0,1,1,Clear,0.466667,48.9167,13.916771,838,4460,5298
13/03/2012,Winter,3,0,2,1,Clear,0.565,61.75,15.87565,762,5085,5847
14/03/2012,Winter,3,0,3,1,Clear,0.5725,50.7083,7.709154,997,5315,6312
15/03/2012,Winter,3,0,4,1,Clear,0.5575,57.9583,10.042161,1005,5187,6192
16/03/2012,Winter,3,0,5,1,Few clouds,0.435833,84.2083,7.583864,548,3830,4378
17/03/2012,Winter,3,0,6,0,Few clouds,0.514167,75.5833,7.417168,3155,4681,7836
18/03/2012,Winter,3,0,0,0,Few clouds,0.4725,81,8.501161,2207,3685,5892
19/03/2012,Winter,3,0,1,1,Clear,0.545,72.875,10.875239,982,5171,6153
20/03/2012,Winter,3,0,2,1,Clear,0.560833,80.7917,8.125157,1051,5042,6093
21/03/2012,Spring,3,0,3,1,Few clouds,0.531667,82.125,6.0004061,1122,5108,6230
22/03/2012,Spring,3,0,4,1,Clear,0.554167,83.125,7.876654,1334,5537,6871
23/03/2012,Spring,3,0,5,1,Few clouds,0.601667,69.4167,7.7921,2469,5893,8362
24/03/2012,Spring,3,0,6,0,Few clouds,0.5025,88.5417,12.916461,1033,2339,3372
25/03/2012,Spring,3,0,0,0,Few clouds,0.4375,88.0833,14.791925,1532,3464,4996
26/03/2012,Spring,3,0,1,1,Clear,0.445833,47.7917,25.917007,795,4763,5558
27/03/2012,Spring,3,0,2,1,Clear,0.323333,29,12.541864,531,4571,5102
28/03/2012,Spring,3,0,3,1,Clear,0.484167,48.125,19.541957,674,5024,5698
29/03/2012,Spring,3,0,4,1,Clear,0.494167,43.9167,21.41655,834,5299,6133
30/03/2012,Spring,3,0,5,1,Few clouds,0.37,58.0833,9.250489,796,4663,5459
31/03/2012,Spring,3,0,6,0,Few clouds,0.424167,73.8333,16.791339,2301,3934,6235
1/04/2012,Spring,4,0,0,0,Few clouds,0.425833,67.625,11.541889,2347,3694,6041
2/04/2012,Spring,4,0,1,1,Clear,0.433913,50.4348,20.913313,1208,4728,5936
3/04/2012,Spring,4,0,2,1,Clear,0.466667,39.6667,6.708911,1348,5424,6772
4/04/2012,Spring,4,0,3,1,Clear,0.541667,46.9583,12.125325,1058,5378,6436
5/04/2012,Spring,4,0,4,1,Clear,0.435,37.4167,14.708443,1192,5265,6457
6/04/2012,Spring,4,0,5,1,Clear,0.403333,37.7083,20.125996,1807,4653,6460
7/04/2012,Spring,4,0,6,0,Clear,0.4375,25.4167,18.416357,3252,3605,6857
8/04/2012,Spring,4,0,0,0,Clear,0.5,27.5833,15.583932,2230,2939,5169
9/04/2012,Spring,4,0,1,1,Clear,0.489167,31.75,23.999132,905,4680,5585
10/04/2012,Spring,4,0,2,1,Clear,0.446667,43.5,16.708125,819,5099,5918
11/04/2012,Spring,4,0,3,1,Clear,0.348696,46.9565,19.783358,482,4380,4862
12/04/2012,Spring,4,0,4,1,Clear,0.3975,46.625,19.458743,663,4746,5409
13/04/2012,Spring,4,0,5,1,Clear,0.4425,40.8333,10.416557,1252,5146,6398
14/04/2012,Spring,4,0,6,0,Clear,0.495,50.2917,12.791439,2795,4665,7460
15/04/2012,Spring,4,0,0,0,Clear,0.606667,50.7917,15.083643,2846,4286,7132
16/04/2012,Spring,4,1,1,0,Clear,0.664167,56.1667,19.083543,1198,5172,6370
17/04/2012,Spring,4,0,2,1,Clear,0.608333,39.0417,18.333143,989,5702,6691
18/04/2012,Spring,4,0,3,1,Few clouds,0.463333,56.9167,11.250104,347,4020,4367
19/04/2012,Spring,4,0,4,1,Clear,0.498333,61.25,4.4172564,846,5719,6565
20/04/2012,Spring,4,0,5,1,Clear,0.526667,69.4583,10.041357,1340,5950,7290
21/04/2012,Spring,4,0,6,0,Clear,0.57,68.2917,19.000329,2541,4083,6624
22/04/2012,Spring,4,0,0,0,Partly cloudy,0.396667,83.5417,23.084582,120,907,1027
23/04/2012,Spring,4,0,1,1,Few clouds,0.321667,76.6667,20.334232,195,3019,3214
24/04/2012,Spring,4,0,2,1,Clear,0.413333,45.4167,16.708661,518,5115,5633
25/04/2012,Spring,4,0,3,1,Clear,0.476667,42.7917,7.959064,655,5541,6196
26/04/2012,Spring,4,0,4,1,Few clouds,0.498333,75.6667,11.833875,475,4551,5026
27/04/2012,Spring,4,0,5,1,Clear,0.4575,40.0833,23.291411,1014,5219,6233
28/04/2012,Spring,4,0,6,0,Few clouds,0.376667,48.9583,8.708325,1120,3100,4220
29/04/2012,Spring,4,0,0,0,Clear,0.458333,58.7083,7.832836,2229,4075,6304
30/04/2012,Spring,4,0,1,1,Few clouds,0.464167,57,11.499746,665,4907,5572
